ejecucion,tiempo,mejor_fitness,mejor_blosum
1,38.839709997177124,40.52930878696974,24.0
2,39.47423243522644,66.83324347974661,13.0
3,39.51718783378601,20.678429696454888,18.0
4,39.654887437820435,34.30815984337757,24.0
5,39.716275691986084,410.6744627250754,-48.0
6,39.86294889450073,4469.583740711483,-57.0
7,40.558430433273315,20817.789840137542,18.0
8,40.40259575843811,21.772371700366023,16.0
9,39.852031230926514,19.711679796138885,18.0
10,39.806026458740234,23.43162019202782,18.0
